order_id,company,courier_id,created_at,pickup_time,estimated_arrival,delivery_time,distance_km,est_duration_min,actual_duration_min,delay_minutes,status,root_cause,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,zone,items_count,courier_rating,courier_experience_years,vehicle_type,weather,traffic_level,qc_flag,qc_issue_type,attempt_count
FAS_O001221,FastMove,FAS_C0038,2025-11-23 04:50:19.134293,2025-11-23 05:05:19.134293,2025-11-23 05:29:19.134293,2025-11-23 05:29:19.134293,3.57,24,24,0,Delivered,None,35.697052,51.352349,35.819808,51.29585,East,1,4.9,0.7,Motorbike,Clear,Medium,False,,1
FAS_O001222,FastMove,FAS_C0264,2025-11-30 03:11:57.134293,2025-11-30 03:36:57.134293,2025-11-30 03:47:57.134293,2025-11-30 04:01:57.134293,0.8,11,25,14,Delivered,Wrong Address,35.765457,51.514074,35.677863,51.400697,Center,2,5.0,2.7,Van,Clear,High,False,,1
FAS_O001223,FastMove,FAS_C0095,2025-10-31 18:44:50.134293,2025-10-31 18:59:50.134293,2025-10-31 19:11:50.134293,2025-10-31 19:11:50.134293,1.22,12,12,0,Delivered,None,35.6284,51.363174,35.64344,51.378456,Center,2,4.3,0.4,Motorbike,Clear,Medium,True,Wrong Item,1
FAS_O001224,FastMove,FAS_C0276,2025-10-24 11:27:24.134293,2025-10-24 11:44:24.134293,2025-10-24 12:14:24.134293,2025-10-24 12:53:24.134293,4.33,30,69,39,Delivered,Traffic,35.669029,51.245838,35.891882,51.254425,Outskirts,1,4.9,0.2,Car,Rain,High,False,,1
FAS_O001225,FastMove,FAS_C0080,2025-11-14 13:25:05.134293,2025-11-14 13:31:05.134293,2025-11-14 13:43:05.134293,2025-11-14 13:43:05.134293,0.5,12,12,0,Delivered,None,35.715599,51.349098,35.737864,51.293904,North,1,5.0,1.4,Van,Clear,Medium,False,,1
FAS_O001226,FastMove,FAS_C0290,2025-10-23 03:25:58.134293,2025-10-23 03:42:58.134293,2025-10-23 04:05:58.134293,2025-10-23 04:05:58.134293,2.5,23,23,0,Delivered,None,35.731769,51.413092,35.659466,51.326676,South,1,5.0,5.1,Motorbike,Clear,Medium,False,,1
FAS_O001227,FastMove,FAS_C0025,2025-10-30 05:06:34.134293,2025-10-30 05:26:34.134293,2025-10-30 06:08:34.134293,2025-10-30 06:14:34.134293,4.94,42,48,6,Delivered,Vehicle Issue,35.724466,51.345337,35.706538,51.371276,Outskirts,1,4.8,1.6,Car,Clear,Medium,False,,1
FAS_O001228,FastMove,FAS_C0072,2025-12-02 20:03:12.134293,2025-12-02 20:15:12.134293,2025-12-02 21:18:12.134293,2025-12-02 21:30:12.134293,10.37,63,75,12,Delivered,Operational,35.637789,51.487304,35.69873,51.32204,North,4,5.0,1.0,Motorbike,Rain,Low,False,,1
FAS_O001229,FastMove,FAS_C0180,2025-10-19 04:18:33.134293,2025-10-19 04:23:33.134293,2025-10-19 04:53:33.134293,2025-10-19 05:36:33.134293,2.14,30,73,43,Delivered,Wrong Address,35.782857,51.489528,35.76332,51.403073,North,3,5.0,2.7,Motorbike,Clear,Medium,False,,1
FAS_O001230,FastMove,FAS_C0024,2025-11-10 21:35:34.134293,2025-11-10 21:51:34.134293,2025-11-10 22:22:34.134293,2025-11-10 22:22:34.134293,4.14,31,31,0,Cancelled,None,35.84903,51.355549,35.736314,51.582139,North,1,4.0,1.3,Bike,Clear,Low,False,,1
FAS_O001231,FastMove,FAS_C0189,2025-10-08 14:29:35.134293,2025-10-08 14:52:35.134293,2025-10-08 15:34:35.134293,2025-10-08 15:35:35.134293,5.69,42,43,1,Delivered,Traffic,35.71829,51.377236,35.613858,51.592631,East,4,4.1,0.9,Motorbike,Clear,Medium,False,,1
FAS_O001232,FastMove,FAS_C0260,2025-11-15 17:36:41.134293,2025-11-15 17:45:41.134293,2025-11-15 18:49:41.134293,2025-11-15 18:49:41.134293,8.67,64,64,0,Delivered,None,35.794832,51.26559,35.770845,51.511396,South,4,5.0,2.0,Bike,Clear,Low,False,,1
FAS_O001233,FastMove,FAS_C0040,2025-10-31 06:02:03.134293,2025-10-31 06:23:03.134293,2025-10-31 06:56:03.134293,2025-10-31 06:56:03.134293,3.77,33,33,0,Delivered,None,35.619901,51.538648,35.695337,51.441178,North,1,3.4,0.5,Car,Clear,Low,False,,1
FAS_O001234,FastMove,FAS_C0283,2025-09-20 19:03:12.134293,2025-09-20 19:14:12.134293,2025-09-20 19:35:12.134293,2025-09-20 19:52:12.134293,1.96,21,38,17,Delivered,Wrong Address,35.644059,51.320604,35.721524,51.412055,South,1,4.2,0.0,Car,Rain,Medium,False,,1
FAS_O001235,FastMove,FAS_C0265,2025-11-22 00:39:04.134293,2025-11-22 00:59:04.134293,2025-11-22 01:54:04.134293,2025-11-22 02:05:04.134293,6.35,55,66,11,Delivered,Wrong Address,35.733183,51.499773,35.670504,51.41117,East,1,5.0,0.9,Car,Rain,Low,False,,1
FAS_O001236,FastMove,FAS_C0056,2025-12-02 03:26:55.134293,2025-12-02 03:39:55.134293,2025-12-02 03:50:55.134293,2025-12-02 04:00:55.134293,1.99,11,21,10,Delivered,Wrong Address,35.676093,51.337875,35.770005,51.405864,South,1,5.0,0.4,Car,Rain,Medium,False,,2
FAS_O001237,FastMove,FAS_C0298,2025-10-27 12:14:55.134293,2025-10-27 12:27:55.134293,2025-10-27 12:54:55.134293,2025-10-27 12:54:55.134293,4.1,27,27,0,Delivered,None,35.778099,51.511472,35.759791,51.420036,North,1,4.3,2.4,Bike,Clear,Medium,False,,1
FAS_O001238,FastMove,FAS_C0194,2025-11-27 13:41:37.134293,2025-11-27 13:48:37.134293,2025-11-27 14:50:37.134293,2025-11-27 15:14:37.134293,7.97,62,86,24,Delivered,Customer Not Available,35.536835,51.356003,35.722444,51.256005,South,1,4.2,0.6,Van,Windy,High,False,,1
FAS_O001239,FastMove,FAS_C0138,2025-11-21 07:59:39.134293,2025-11-21 08:20:39.134293,2025-11-21 09:27:39.134293,2025-11-21 09:38:39.134293,9.98,67,78,11,Delivered,Wrong Address,35.661233,51.290035,35.679823,51.33226,North,1,3.7,1.3,Car,Clear,High,False,,1
FAS_O001240,FastMove,FAS_C0001,2025-09-16 19:41:26.134293,2025-09-16 19:49:26.134293,2025-09-16 20:04:26.134293,2025-09-16 20:14:26.134293,1.9,15,25,10,Delivered,Wrong Address,35.79989,51.350347,35.673949,51.354571,Center,4,4.4,0.3,Motorbike,Clear,Medium,False,,1
FAS_O001241,FastMove,FAS_C0172,2025-09-12 20:31:35.134293,2025-09-12 20:44:35.134293,2025-09-12 20:51:35.134293,2025-09-12 20:51:35.134293,0.99,7,7,0,Delivered,None,35.701954,51.42302,35.745595,51.354535,West,1,5.0,0.7,Bike,Clear,Low,False,,1
FAS_O001242,FastMove,FAS_C0233,2025-11-03 02:00:14.134293,2025-11-03 02:11:14.134293,2025-11-03 02:37:14.134293,2025-11-03 02:45:14.134293,3.18,26,34,8,Delivered,Vehicle Issue,35.676365,51.474359,35.535102,51.416731,East,1,3.9,0.5,Motorbike,Windy,Low,False,,1
FAS_O001243,FastMove,FAS_C0056,2025-11-29 15:16:39.134293,2025-11-29 15:21:39.134293,2025-11-29 15:45:39.134293,2025-11-29 16:15:39.134293,2.96,24,54,30,Delivered,Wrong Address,35.49812,51.463887,35.762134,51.412267,Center,2,4.9,2.1,Van,Clear,High,False,,3
FAS_O001244,FastMove,FAS_C0275,2025-10-24 07:39:06.134293,2025-10-24 07:50:06.134293,2025-10-24 08:21:06.134293,2025-10-24 08:49:06.134293,4.03,31,59,28,Delivered,Traffic,35.585941,51.617953,35.694687,51.46635,Outskirts,5,5.0,1.0,Motorbike,Clear,High,False,,3
FAS_O001245,FastMove,FAS_C0176,2025-10-09 22:33:03.134293,2025-10-09 22:54:03.134293,2025-10-09 23:50:03.134293,2025-10-09 23:56:03.134293,7.45,56,62,6,Delivered,Traffic,35.76543,51.455134,35.699028,51.298105,South,1,5.0,2.2,Van,Clear,Low,False,,2
FAS_O001246,FastMove,FAS_C0002,2025-11-18 01:13:05.134293,2025-11-18 01:30:05.134293,2025-11-18 02:08:05.134293,2025-11-18 02:10:05.134293,5.26,38,40,2,Delivered,Traffic,35.604135,51.537919,35.752342,51.491181,North,2,4.1,2.4,Motorbike,Clear,Medium,False,,1
FAS_O001247,FastMove,FAS_C0154,2025-09-11 17:31:03.134293,2025-09-11 17:56:03.134293,2025-09-11 18:26:03.134293,2025-09-11 18:26:03.134293,3.55,30,30,0,Delivered,None,35.727309,51.442823,35.687714,51.414849,Center,2,4.2,0.1,Bike,Clear,Low,False,,1
FAS_O001248,FastMove,FAS_C0128,2025-10-24 03:56:45.134293,2025-10-24 04:11:45.134293,2025-10-24 04:45:45.134293,2025-10-24 05:05:45.134293,4.45,34,54,20,Delivered,Vehicle Issue,35.774079,51.288917,35.679502,51.527848,North,1,5.0,0.7,Car,Windy,Medium,False,,1
FAS_O001249,FastMove,FAS_C0201,2025-10-16 21:49:30.134293,2025-10-16 22:04:30.134293,2025-10-16 22:59:30.134293,2025-10-16 22:59:30.134293,6.65,55,55,0,Delivered,None,35.560161,51.387264,35.648039,51.509468,Outskirts,2,3.7,1.7,Car,Clear,Low,False,,1
FAS_O001250,FastMove,FAS_C0289,2025-09-14 19:24:58.134293,2025-09-14 19:43:58.134293,2025-09-14 20:25:58.134293,2025-09-14 20:38:58.134293,5.18,42,55,13,Delivered,Traffic,35.577689,51.403936,35.898975,51.390025,East,1,5.0,2.0,Van,Rain,Medium,False,,1
FAS_O001251,FastMove,FAS_C0076,2025-09-18 10:58:44.134293,2025-09-18 11:04:44.134293,2025-09-18 11:57:44.134293,2025-09-18 12:04:44.134293,6.65,53,60,7,Delivered,Customer Not Available,35.734218,51.419334,35.705931,51.406524,Center,1,4.9,1.2,Van,Rain,Medium,False,,2
FAS_O001252,FastMove,FAS_C0233,2025-12-01 09:02:07.134293,2025-12-01 09:17:07.134293,2025-12-01 10:11:07.134293,2025-12-01 10:21:07.134293,7.85,54,64,10,Delivered,Wrong Address,35.674188,51.499139,35.644493,51.381398,West,2,4.7,0.5,Car,Clear,Medium,False,,1
FAS_O001253,FastMove,FAS_C0051,2025-09-14 13:00:30.134293,2025-09-14 13:10:30.134293,2025-09-14 13:50:30.134293,2025-09-14 13:51:30.134293,5.7,40,41,1,Delivered,Traffic,35.665613,51.378164,35.751187,51.160672,West,1,4.9,0.2,Motorbike,Clear,Low,False,,1
FAS_O001254,FastMove,FAS_C0255,2025-10-11 05:45:09.134293,2025-10-11 06:01:09.134293,2025-10-11 07:12:09.134293,2025-10-11 07:33:09.134293,11.25,71,92,21,Delivered,Customer Not Available,35.771706,51.367642,35.765337,51.232173,Center,1,3.8,0.2,Car,Clear,High,False,,1
FAS_O001255,FastMove,FAS_C0162,2025-09-19 15:30:39.134293,2025-09-19 15:50:39.134293,2025-09-19 16:06:39.134293,2025-09-19 16:25:39.134293,2.0,16,35,19,Delivered,Vehicle Issue,35.724431,51.346748,35.766904,51.338059,West,2,4.9,3.7,Bike,Clear,High,False,,1
FAS_O001256,FastMove,FAS_C0194,2025-11-08 16:59:24.134293,2025-11-08 17:08:24.134293,2025-11-08 17:21:24.134293,2025-11-08 17:46:24.134293,2.55,13,38,25,Delivered,Weather,35.679644,51.457522,35.736925,51.371751,South,2,4.9,0.7,Car,Clear,Low,False,,1
FAS_O001257,FastMove,FAS_C0048,2025-11-03 01:08:21.134293,2025-11-03 01:21:21.134293,2025-11-03 01:40:21.134293,2025-11-03 01:41:21.134293,3.5,19,20,1,Delivered,Operational,35.788063,51.445915,35.785621,51.342745,Center,3,4.4,0.0,Motorbike,Clear,Low,False,,1
FAS_O001258,FastMove,FAS_C0252,2025-09-12 17:21:22.134293,2025-09-12 17:30:22.134293,2025-09-12 17:57:22.134293,2025-09-12 18:18:22.134293,4.67,27,48,21,Delivered,Traffic,35.716738,51.530159,35.739123,51.406329,Outskirts,1,5.0,2.0,Bike,Clear,High,False,,1
FAS_O001259,FastMove,FAS_C0158,2025-09-24 05:04:57.134293,2025-09-24 05:26:57.134293,2025-09-24 05:48:57.134293,2025-09-24 06:05:57.134293,1.5,22,39,17,Delivered,Traffic,35.58941,51.282115,35.856357,51.380997,Center,1,3.4,0.9,Car,Clear,High,False,,1
FAS_O001260,FastMove,FAS_C0153,2025-11-07 20:28:51.134293,2025-11-07 20:52:51.134293,2025-11-07 21:54:51.134293,2025-11-07 22:00:51.134293,8.83,62,68,6,Delivered,Traffic,35.62471,51.241091,35.697584,51.433927,Center,1,5.0,0.8,Bike,Clear,Medium,False,,1
FAS_O001261,FastMove,FAS_C0236,2025-11-03 22:11:49.134293,2025-11-03 22:23:49.134293,2025-11-03 23:17:49.134293,2025-11-03 23:22:49.134293,8.39,54,59,5,Cancelled,Wrong Address,35.710297,51.498016,35.532345,51.41834,West,1,4.4,0.6,Bike,Clear,Low,False,,1
FAS_O001262,FastMove,FAS_C0062,2025-11-07 11:03:20.134293,2025-11-07 11:22:20.134293,2025-11-07 11:34:20.134293,2025-11-07 11:36:20.134293,0.66,12,14,2,Delivered,Wrong Address,35.720228,51.400988,35.804083,51.541241,Outskirts,2,4.0,0.7,Motorbike,Clear,Low,False,,1
FAS_O001263,FastMove,FAS_C0142,2025-10-18 17:40:49.134293,2025-10-18 18:03:49.134293,2025-10-18 18:39:49.134293,2025-10-18 18:43:49.134293,4.17,36,40,4,Delivered,Vehicle Issue,35.795469,51.338937,35.543902,51.455077,West,2,4.4,0.3,Van,Clear,Medium,False,,2
FAS_O001264,FastMove,FAS_C0186,2025-11-23 16:28:52.134293,2025-11-23 16:36:52.134293,2025-11-23 16:50:52.134293,2025-11-23 16:50:52.134293,1.54,14,14,0,Delivered,None,35.759285,51.444861,35.813178,51.482815,West,1,4.1,1.9,Bike,Clear,Low,True,Wrong Item,1
FAS_O001265,FastMove,FAS_C0108,2025-11-03 18:00:28.134293,2025-11-03 18:15:28.134293,2025-11-03 18:47:28.134293,2025-11-03 19:05:28.134293,3.99,32,50,18,Delivered,Vehicle Issue,35.643145,51.43281,35.762145,51.356177,Outskirts,1,4.9,1.0,Motorbike,Snow,Medium,False,,1
FAS_O001266,FastMove,FAS_C0265,2025-10-26 07:10:03.134293,2025-10-26 07:29:03.134293,2025-10-26 08:04:03.134293,2025-10-26 08:04:03.134293,4.42,35,35,0,Delivered,None,35.855967,51.524891,35.644239,51.479009,East,3,4.4,7.7,Bike,Clear,Low,False,,1
FAS_O001267,FastMove,FAS_C0213,2025-11-15 18:29:46.134293,2025-11-15 18:53:46.134293,2025-11-15 19:36:46.134293,2025-11-15 19:45:46.134293,5.03,43,52,9,Delivered,Traffic,35.757403,51.265966,35.57773,51.421613,South,1,5.0,1.9,Van,Clear,Low,False,,2
FAS_O001268,FastMove,FAS_C0160,2025-09-18 19:32:43.134293,2025-09-18 19:48:43.134293,2025-09-18 20:09:43.134293,2025-09-18 20:29:43.134293,1.96,21,41,20,Delivered,Vehicle Issue,35.899823,51.443369,35.694225,51.390581,North,1,5.0,0.8,Bike,Rain,Medium,False,,3
FAS_O001269,FastMove,FAS_C0140,2025-09-07 21:15:57.134293,2025-09-07 21:23:57.134293,2025-09-07 22:32:57.134293,2025-09-07 22:38:57.134293,10.48,69,75,6,Delivered,Wrong Address,35.685512,51.2792,35.71453,51.371854,West,1,4.9,0.2,Van,Clear,Low,False,,1
FAS_O001270,FastMove,FAS_C0051,2025-09-19 10:34:55.134293,2025-09-19 10:47:55.134293,2025-09-19 11:19:55.134293,2025-09-19 11:19:55.134293,4.09,32,32,0,Delivered,None,35.675421,51.446351,35.776487,51.285236,North,2,4.2,0.5,Van,Clear,Low,False,,1
FAS_O001271,FastMove,FAS_C0228,2025-11-24 06:28:07.134293,2025-11-24 06:46:07.134293,2025-11-24 07:00:07.134293,2025-11-24 07:48:07.134293,0.53,14,62,48,Delivered,Vehicle Issue,35.842635,51.249281,35.776132,51.514144,Center,1,4.4,2.5,Van,Clear,Low,False,,1
FAS_O001272,FastMove,FAS_C0027,2025-11-27 11:42:26.134293,2025-11-27 11:55:26.134293,2025-11-27 12:42:26.134293,2025-11-27 13:03:26.134293,6.44,47,68,21,Delivered,Vehicle Issue,35.679577,51.622303,35.556463,51.367319,North,1,4.4,1.8,Bike,Clear,Severe,False,,1
FAS_O001273,FastMove,FAS_C0132,2025-09-22 22:03:52.134293,2025-09-22 22:26:52.134293,2025-09-22 22:54:52.134293,2025-09-22 22:56:52.134293,3.43,28,30,2,Delivered,Operational,35.693172,51.322447,35.671398,51.415418,West,4,4.1,1.8,Van,Clear,Medium,False,,1
FAS_O001274,FastMove,FAS_C0190,2025-10-13 10:42:04.134293,2025-10-13 11:00:04.134293,2025-10-13 11:27:04.134293,2025-10-13 11:27:04.134293,2.33,27,27,0,Delivered,None,35.734972,51.465856,35.846771,51.40702,Outskirts,1,4.0,2.8,Van,Clear,Low,False,,1
FAS_O001275,FastMove,FAS_C0152,2025-12-01 15:15:10.134293,2025-12-01 15:29:10.134293,2025-12-01 15:43:10.134293,2025-12-01 15:56:10.134293,0.9,14,27,13,Delivered,Traffic,35.595371,51.50929,35.750632,51.35873,Center,4,4.9,0.5,Bike,Windy,Medium,False,,1
FAS_O001276,FastMove,FAS_C0165,2025-09-17 20:09:41.134293,2025-09-17 20:23:41.134293,2025-09-17 20:52:41.134293,2025-09-17 20:55:41.134293,3.13,29,32,3,Delivered,Traffic,35.606351,51.269623,35.743896,51.419576,North,2,5.0,6.1,Van,Clear,Medium,False,,1
FAS_O001277,FastMove,FAS_C0121,2025-10-19 02:11:01.134293,2025-10-19 02:18:01.134293,2025-10-19 03:58:01.134293,2025-10-19 04:18:01.134293,15.53,100,120,20,Delivered,Customer Not Available,35.683146,51.406326,35.795376,51.310357,South,1,3.8,3.9,Van,Windy,Medium,False,,1
FAS_O001278,FastMove,FAS_C0156,2025-11-14 19:43:31.134293,2025-11-14 20:06:31.134293,2025-11-14 20:24:31.134293,2025-11-14 20:25:31.134293,2.81,18,19,1,Delivered,Customer Not Available,35.966449,51.511755,35.628299,51.187621,Outskirts,1,4.6,3.1,Car,Clear,Medium,False,,1
FAS_O001279,FastMove,FAS_C0212,2025-11-13 15:22:46.134293,2025-11-13 15:44:46.134293,2025-11-13 16:07:46.134293,2025-11-13 16:18:46.134293,1.67,23,34,11,Delivered,Wrong Address,35.653344,51.376629,35.67747,51.420438,Center,1,4.5,1.3,Motorbike,Clear,Low,False,,1
FAS_O001280,FastMove,FAS_C0077,2025-09-17 08:16:18.134293,2025-09-17 08:27:18.134293,2025-09-17 08:52:18.134293,2025-09-17 08:56:18.134293,2.31,25,29,4,Delivered,Wrong Address,35.651703,51.37802,35.583291,51.324561,Center,2,4.9,0.3,Motorbike,Rain,Low,False,,1
FAS_O001281,FastMove,FAS_C0030,2025-11-15 19:31:17.134293,2025-11-15 19:48:17.134293,2025-11-15 20:23:17.134293,2025-11-15 20:27:17.134293,5.0,35,39,4,Delivered,Traffic,35.711514,51.525979,35.76745,51.477035,Outskirts,1,4.7,2.4,Van,Clear,Low,False,,2
FAS_O001282,FastMove,FAS_C0170,2025-09-09 00:16:55.134293,2025-09-09 00:29:55.134293,2025-09-09 01:26:55.134293,2025-09-09 01:26:55.134293,8.37,57,57,0,Delivered,None,35.659694,51.389844,35.869355,51.451826,North,2,5.0,1.2,Van,Clear,Medium,False,,1
FAS_O001283,FastMove,FAS_C0138,2025-11-01 02:25:23.134293,2025-11-01 02:50:23.134293,2025-11-01 03:33:23.134293,2025-11-01 03:38:23.134293,6.8,43,48,5,Delivered,Traffic,35.665563,51.558779,35.660748,51.430171,Center,3,4.8,2.3,Car,Clear,Low,False,,1
FAS_O001284,FastMove,FAS_C0048,2025-09-10 00:59:12.134293,2025-09-10 01:17:12.134293,2025-09-10 01:37:12.134293,2025-09-10 01:40:12.134293,2.39,20,23,3,Delivered,Customer Not Available,35.743153,51.562666,35.528963,51.43474,West,1,3.3,4.1,Motorbike,Clear,Medium,False,,1
FAS_O001285,FastMove,FAS_C0181,2025-09-09 20:10:03.134293,2025-09-09 20:28:03.134293,2025-09-09 21:19:03.134293,2025-09-09 21:19:03.134293,6.31,51,51,0,Delivered,None,35.779173,51.381568,35.610271,51.316625,East,1,5.0,0.1,Motorbike,Clear,Medium,False,,1
FAS_O001286,FastMove,FAS_C0067,2025-11-14 23:16:11.134293,2025-11-14 23:31:11.134293,2025-11-15 00:19:11.134293,2025-11-15 00:41:11.134293,3.66,48,70,22,Delivered,Traffic,35.769132,51.346083,35.657746,51.42212,West,1,5.0,0.6,Van,Clear,High,False,,1
FAS_O001287,FastMove,FAS_C0188,2025-11-02 04:42:30.134293,2025-11-02 05:01:30.134293,2025-11-02 06:21:30.134293,2025-11-02 06:54:30.134293,11.45,80,113,33,Delivered,Vehicle Issue,35.808726,51.385219,35.712126,51.366947,North,1,5.0,0.5,Bike,Windy,High,False,,1
FAS_O001288,FastMove,FAS_C0025,2025-10-18 06:50:00.134293,2025-10-18 07:02:00.134293,2025-10-18 07:24:00.134293,2025-10-18 07:46:00.134293,1.33,22,44,22,Delivered,Vehicle Issue,35.634502,51.426304,35.70264,51.358326,East,1,4.7,0.6,Car,Windy,Medium,False,,1
FAS_O001289,FastMove,FAS_C0161,2025-11-29 04:45:52.134293,2025-11-29 05:04:52.134293,2025-11-29 05:19:52.134293,2025-11-29 05:19:52.134293,1.37,15,15,0,Delivered,None,35.6259,51.376549,35.699929,51.272212,East,5,5.0,1.0,Bike,Clear,Low,True,Damaged,1
FAS_O001290,FastMove,FAS_C0060,2025-09-05 03:42:49.134293,2025-09-05 03:55:49.134293,2025-09-05 04:32:49.134293,2025-09-05 04:45:49.134293,5.06,37,50,13,Failed,Wrong Address,35.616627,51.433982,35.688986,51.332226,North,1,5.0,2.2,Bike,Clear,Low,False,,1
FAS_O001291,FastMove,FAS_C0184,2025-09-28 22:04:06.134293,2025-09-28 22:21:06.134293,2025-09-28 23:35:06.134293,2025-09-28 23:36:06.134293,11.51,74,75,1,Delivered,Traffic,35.702273,51.46743,35.721413,51.427422,North,1,4.5,5.4,Car,Clear,Medium,False,,1
FAS_O001292,FastMove,FAS_C0136,2025-11-29 06:37:44.134293,2025-11-29 06:56:44.134293,2025-11-29 07:34:44.134293,2025-11-29 08:01:44.134293,5.89,38,65,27,Delivered,Customer Not Available,35.818987,51.376281,35.673181,51.318938,Outskirts,2,5.0,1.4,Motorbike,Clear,Severe,False,,1
FAS_O001293,FastMove,FAS_C0293,2025-10-05 10:20:04.134293,2025-10-05 10:33:04.134293,2025-10-05 10:53:04.134293,2025-10-05 10:58:04.134293,2.26,20,25,5,Delivered,Wrong Address,35.552783,51.405421,35.714189,51.472376,Outskirts,1,5.0,1.4,Van,Rain,Medium,False,,1
FAS_O001294,FastMove,FAS_C0028,2025-11-05 04:35:24.134293,2025-11-05 04:40:24.134293,2025-11-05 05:26:24.134293,2025-11-05 05:26:24.134293,5.72,46,46,0,Delivered,None,35.760534,51.417448,35.775947,51.514978,Center,1,4.1,1.1,Van,Clear,Low,True,Late,1
FAS_O001295,FastMove,FAS_C0032,2025-12-02 08:20:17.134293,2025-12-02 08:26:17.134293,2025-12-02 08:35:17.134293,2025-12-02 08:38:17.134293,0.55,9,12,3,Delivered,Wrong Address,35.699379,51.362297,36.008088,51.468492,South,1,4.7,3.5,Car,Windy,Low,False,,1
FAS_O001296,FastMove,FAS_C0269,2025-11-17 23:05:12.134293,2025-11-17 23:19:12.134293,2025-11-17 23:40:12.134293,2025-11-17 23:40:12.134293,1.83,21,21,0,Delivered,None,35.709609,51.558393,35.597654,51.345226,North,1,5.0,3.4,Van,Clear,Low,False,,1
FAS_O001297,FastMove,FAS_C0120,2025-09-09 08:56:37.134293,2025-09-09 09:15:37.134293,2025-09-09 09:37:37.134293,2025-09-09 09:37:37.134293,2.27,22,22,0,Delivered,None,35.762665,51.333691,35.738545,51.440992,East,1,4.2,1.0,Bike,Clear,Medium,False,,1
FAS_O001298,FastMove,FAS_C0154,2025-11-18 16:55:02.134293,2025-11-18 17:01:02.134293,2025-11-18 17:34:02.134293,2025-11-18 17:34:02.134293,4.33,33,33,0,Delivered,None,35.646344,51.429362,35.685949,51.285801,South,1,4.0,0.7,Car,Clear,Medium,False,,2
FAS_O001299,FastMove,FAS_C0229,2025-10-22 21:09:50.134293,2025-10-22 21:32:50.134293,2025-10-22 21:55:50.134293,2025-10-22 21:55:50.134293,3.03,23,23,0,Delivered,None,35.748332,51.295368,35.661997,51.282945,South,5,5.0,2.8,Car,Clear,Low,False,,1
FAS_O001300,FastMove,FAS_C0228,2025-11-17 11:13:23.134293,2025-11-17 11:38:23.134293,2025-11-17 12:07:23.134293,2025-11-17 12:07:23.134293,2.94,29,29,0,Delivered,None,35.685066,51.3398,35.625314,51.317719,East,1,5.0,1.7,Car,Clear,Medium,False,,1
FAS_O001301,FastMove,FAS_C0113,2025-09-15 09:12:55.134293,2025-09-15 09:35:55.134293,2025-09-15 10:04:55.134293,2025-09-15 10:12:55.134293,3.78,29,37,8,Delivered,Traffic,35.707066,51.525337,35.782851,51.341985,Center,1,3.9,0.6,Van,Clear,Low,False,,1
FAS_O001302,FastMove,FAS_C0028,2025-09-21 22:17:20.134293,2025-09-21 22:23:20.134293,2025-09-21 23:03:20.134293,2025-09-21 23:05:20.134293,4.49,40,42,2,Delivered,Operational,35.784369,51.242412,35.571687,51.367265,South,1,5.0,1.0,Motorbike,Clear,Medium,False,,1
FAS_O001303,FastMove,FAS_C0109,2025-10-29 04:40:39.134293,2025-10-29 04:49:39.134293,2025-10-29 05:16:39.134293,2025-10-29 05:16:39.134293,3.31,27,27,0,Delivered,None,35.700974,51.458005,35.653679,51.362612,Center,2,4.6,3.6,Motorbike,Clear,Low,False,,1
FAS_O001304,FastMove,FAS_C0267,2025-11-25 20:23:36.134293,2025-11-25 20:39:36.134293,2025-11-25 20:55:36.134293,2025-11-25 21:05:36.134293,3.22,16,26,10,Delivered,Weather,35.58404,51.448771,35.75248,51.438234,North,2,3.8,2.3,Car,Windy,Low,False,,2
FAS_O001305,FastMove,FAS_C0085,2025-09-17 17:01:49.134293,2025-09-17 17:10:49.134293,2025-09-17 17:41:49.134293,2025-09-17 18:12:49.134293,4.92,31,62,31,Delivered,Vehicle Issue,35.708263,51.3631,35.670408,51.503516,Center,2,4.4,0.6,Motorbike,Windy,Severe,False,,2
FAS_O001306,FastMove,FAS_C0185,2025-09-20 11:35:02.134293,2025-09-20 12:00:02.134293,2025-09-20 12:12:02.134293,2025-09-20 12:41:02.134293,0.73,12,41,29,Failed,Weather,35.656974,51.591697,35.672573,51.514507,South,5,5.0,2.8,Motorbike,Clear,Low,False,,1
FAS_O001307,FastMove,FAS_C0114,2025-11-20 21:29:05.134293,2025-11-20 21:51:05.134293,2025-11-20 22:51:05.134293,2025-11-20 23:14:05.134293,8.42,60,83,23,Delivered,Traffic,35.760188,51.373741,35.75948,51.384,Center,1,4.6,0.1,Van,Clear,High,False,,1
FAS_O001308,FastMove,FAS_C0257,2025-10-05 01:58:46.134293,2025-10-05 02:19:46.134293,2025-10-05 02:38:46.134293,2025-10-05 02:44:46.134293,3.04,19,25,6,Delivered,Traffic,35.70815,51.232796,35.764432,51.344603,East,1,4.5,1.3,Bike,Clear,Low,False,,1
FAS_O001309,FastMove,FAS_C0191,2025-09-04 21:26:44.134293,2025-09-04 21:42:44.134293,2025-09-04 22:04:44.134293,2025-09-04 22:10:44.134293,3.26,22,28,6,Delivered,Traffic,35.520813,51.513754,35.674535,51.454277,Outskirts,4,4.8,1.9,Car,Windy,Low,False,,2
